,state_cd,state_name,county_cd,county_nm,year,"Industrial self-supplied groundwater withdrawals, fresh, in Mgal/d","Industrial self-supplied groundwater withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, groundwater, in Mgal/d","Industrial self-supplied surface-water withdrawals, fresh, in Mgal/d","Industrial self-supplied surface-water withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, surface water, in Mgal/d","Industrial total self-supplied withdrawals, fresh, in Mgal/d","Industrial total self-supplied withdrawals, saline, in Mgal/d","Industrial total self-supplied withdrawals, in Mgal/d","Industrial deliveries from public supply, in Mgal/d","Industrial total self-supplied withdrawals plus deliveries, in Mgal/d","Industrial consumptive use, fresh, in Mgal/d","Industrial consumptive use, saline, in Mgal/d","Industrial total consumptive use, in Mgal/d","Industrial reclaimed wastewater, in Mgal/d",Industrial number of facilities
0,37,North Carolina,1,Alamance County,1985,0.19,0.0,0.19,3.39,0.0,3.39,3.58,0.0,3.58,3.13,6.71,1.74,0.00,1.74,0.00,-
1,37,North Carolina,1,Alamance County,1990,0.06,0.0,0.06,2.6,0.0,2.6,2.66,0.0,2.66,6.42,9.08,1.00,0.00,1.00,0.00,8
2,37,North Carolina,1,Alamance County,1995,0.57,0.0,0.57,4.68,0.0,4.68,5.25,0.0,5.25,7.33,12.58,2.52,0.00,2.52,0.00,83
3,37,North Carolina,1,Alamance County,2000,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.0,0.23,-,-,-,-,-,-,-
4,37,North Carolina,1,Alamance County,2005,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.0,0.14,-,-,-,-,-,-,-
5,37,North Carolina,1,Alamance County,2010,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,-,-,-,-,-,-,-
6,37,North Carolina,1,Alamance County,2015,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.0,0.05,-,-,-,-,-,-,-
7,37,North Carolina,3,Alexander County,1985,0.2,0.0,0.2,0.45,0.0,0.45,0.65,0.0,0.65,0.00,0.65,0.04,0.00,0.04,0.00,-
8,37,North Carolina,3,Alexander County,1990,0.05,0.0,0.05,0.45,0.0,0.45,0.5,0.0,0.5,0.12,0.62,0.00,0.00,0.00,0.00,1
9,37,North Carolina,3,Alexander County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.03,0.00,0.03,0.00,9
10,37,North Carolina,3,Alexander County,2000,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.0,0.37,-,-,-,-,-,-,-
11,37,North Carolina,3,Alexander County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
12,37,North Carolina,3,Alexander County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
13,37,North Carolina,3,Alexander County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
14,37,North Carolina,5,Alleghany County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
15,37,North Carolina,5,Alleghany County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
16,37,North Carolina,5,Alleghany County,1995,0.01,0.0,0.01,0.08,0.0,0.08,0.09,0.0,0.09,0.00,0.09,0.02,0.00,0.02,0.00,4
17,37,North Carolina,5,Alleghany County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
18,37,North Carolina,5,Alleghany County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
19,37,North Carolina,5,Alleghany County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
20,37,North Carolina,5,Alleghany County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
21,37,North Carolina,7,Anson County,1985,0.03,0.0,0.03,0.81,0.0,0.81,0.84,0.0,0.84,2.43,3.27,0.08,0.00,0.08,0.00,-
22,37,North Carolina,7,Anson County,1990,0.01,0.0,0.01,8.96,0.0,8.96,8.97,0.0,8.97,0.78,9.75,0.33,0.00,0.33,0.00,3
23,37,North Carolina,7,Anson County,1995,2.55,0.0,2.55,2.02,0.0,2.02,4.57,0.0,4.57,1.68,6.25,1.25,0.00,1.25,0.00,7
24,37,North Carolina,7,Anson County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
25,37,North Carolina,7,Anson County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
26,37,North Carolina,7,Anson County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
27,37,North Carolina,7,Anson County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
28,37,North Carolina,9,Ashe County,1985,0.01,0.0,0.01,0.25,0.0,0.25,0.26,0.0,0.26,0.00,0.26,0.15,0.00,0.15,0.00,-
29,37,North Carolina,9,Ashe County,1990,0.01,0.0,0.01,0.36,0.0,0.36,0.37,0.0,0.37,0.07,0.44,0.03,0.00,0.03,0.00,1
30,37,North Carolina,9,Ashe County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.01,0.00,0.01,0.00,3
31,37,North Carolina,9,Ashe County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
32,37,North Carolina,9,Ashe County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
33,37,North Carolina,9,Ashe County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
34,37,North Carolina,9,Ashe County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
35,37,North Carolina,11,Avery County,1985,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.0,0.02,0.00,0.02,0.00,0.00,0.00,0.00,-
36,37,North Carolina,11,Avery County,1990,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.00,0.01,0.01,0.00,0.01,0.00,1
37,37,North Carolina,11,Avery County,1995,0.35,0.0,0.35,0.18,0.0,0.18,0.53,0.0,0.53,0.00,0.53,0.11,0.00,0.11,0.00,1
38,37,North Carolina,11,Avery County,2000,0.0,0.0,0.0,0.92,0.0,0.92,0.92,0.0,0.92,-,-,-,-,-,-,-
39,37,North Carolina,11,Avery County,2005,0.0,0.0,0.0,1.12,0.0,1.12,1.12,0.0,1.12,-,-,-,-,-,-,-
40,37,North Carolina,11,Avery County,2010,0.0,0.0,0.0,1.33,0.0,1.33,1.33,0.0,1.33,-,-,-,-,-,-,-
41,37,North Carolina,11,Avery County,2015,0.0,0.0,0.0,1.13,0.0,1.13,1.13,0.0,1.13,-,-,-,-,-,-,-
42,37,North Carolina,13,Beaufort County,1985,2.4,0.0,2.4,0.0,0.0,0.0,2.4,0.0,2.4,0.27,2.67,0.20,0.00,0.20,0.00,-
43,37,North Carolina,13,Beaufort County,1990,10.96,0.0,10.96,0.0,0.0,0.0,10.96,0.0,10.96,0.33,11.29,0.12,0.00,0.12,0.00,4
44,37,North Carolina,13,Beaufort County,1995,9.01,0.0,9.01,0.18,0.0,0.18,9.19,0.0,9.19,0.23,9.42,7.08,0.00,7.08,0.00,9
45,37,North Carolina,13,Beaufort County,2000,1.04,0.0,1.04,0.0,0.0,0.0,1.04,0.0,1.04,-,-,-,-,-,-,-
46,37,North Carolina,13,Beaufort County,2005,59.2,0.0,59.2,0.0,0.0,0.0,59.2,0.0,59.2,-,-,-,-,-,-,-
47,37,North Carolina,13,Beaufort County,2010,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,-,-,-,-,-,-,-
48,37,North Carolina,13,Beaufort County,2015,0.14,0.0,0.14,0.0,0.0,0.0,0.14,0.0,0.14,-,-,-,-,-,-,-
49,37,North Carolina,15,Bertie County,1985,1.75,0.0,1.75,0.0,0.0,0.0,1.75,0.0,1.75,0.00,1.75,0.88,0.00,0.88,0.00,-
50,37,North Carolina,15,Bertie County,1990,2.48,0.0,2.48,0.01,0.0,0.01,2.49,0.0,2.49,0.02,2.51,0.05,0.00,0.05,0.00,3
51,37,North Carolina,15,Bertie County,1995,0.02,0.0,0.02,0.31,0.0,0.31,0.33,0.0,0.33,0.02,0.35,0.07,0.00,0.07,0.00,7
52,37,North Carolina,15,Bertie County,2000,2.74,0.0,2.74,0.0,0.0,0.0,2.74,0.0,2.74,-,-,-,-,-,-,-
53,37,North Carolina,15,Bertie County,2005,2.59,0.0,2.59,0.06,0.0,0.06,2.65,0.0,2.65,-,-,-,-,-,-,-
54,37,North Carolina,15,Bertie County,2010,2.86,0.0,2.86,0.0,0.0,0.0,2.86,0.0,2.86,-,-,-,-,-,-,-
55,37,North Carolina,15,Bertie County,2015,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,-,-,-,-,-,-,-
56,37,North Carolina,17,Bladen County,1985,1.25,0.0,1.25,0.0,0.0,0.0,1.25,0.0,1.25,0.16,1.41,0.20,0.00,0.20,0.00,-
57,37,North Carolina,17,Bladen County,1990,1.2,0.0,1.2,0.0,0.0,0.0,1.2,0.0,1.2,0.24,1.44,0.20,0.00,0.20,0.00,1
58,37,North Carolina,17,Bladen County,1995,1.23,0.0,1.23,0.93,0.0,0.93,2.16,0.0,2.16,0.25,2.41,0.48,0.00,0.48,0.00,9
59,37,North Carolina,17,Bladen County,2000,3.36,0.0,3.36,10.48,0.0,10.48,13.84,0.0,13.84,-,-,-,-,-,-,-
60,37,North Carolina,17,Bladen County,2005,1.48,0.0,1.48,12.4,0.0,12.4,13.88,0.0,13.88,-,-,-,-,-,-,-
61,37,North Carolina,17,Bladen County,2010,1.63,0.0,1.63,10.9,0.0,10.9,12.53,0.0,12.53,-,-,-,-,-,-,-
62,37,North Carolina,17,Bladen County,2015,0.17,0.0,0.17,11.34,0.0,11.34,11.51,0.0,11.51,-,-,-,-,-,-,-
63,37,North Carolina,19,Brunswick County,1985,0.25,0.0,0.25,9.1,0.0,9.1,9.35,0.0,9.35,0.00,9.35,2.50,0.00,2.50,0.00,-
64,37,North Carolina,19,Brunswick County,1990,0.08,0.0,0.08,7.8,0.0,7.8,7.88,0.0,7.88,6.50,14.38,2.12,0.00,2.12,0.00,1
65,37,North Carolina,19,Brunswick County,1995,0.23,0.0,0.23,0.34,0.0,0.34,0.57,0.0,0.57,6.02,6.59,1.32,0.00,1.32,0.00,15
66,37,North Carolina,19,Brunswick County,2000,0.0,0.0,0.0,8.09,0.0,8.09,8.09,0.0,8.09,-,-,-,-,-,-,-
67,37,North Carolina,19,Brunswick County,2005,0.0,0.0,0.0,6.15,0.0,6.15,6.15,0.0,6.15,-,-,-,-,-,-,-
68,37,North Carolina,19,Brunswick County,2010,0.0,0.0,0.0,4.92,0.0,4.92,4.92,0.0,4.92,-,-,-,-,-,-,-
69,37,North Carolina,19,Brunswick County,2015,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,-,-,-,-,-,-,-
70,37,North Carolina,21,Buncombe County,1985,0.3,0.0,0.3,7.0,0.0,7.0,7.3,0.0,7.3,0.00,7.30,0.66,0.00,0.66,0.00,-
71,37,North Carolina,21,Buncombe County,1990,0.25,0.0,0.25,6.57,0.0,6.57,6.82,0.0,6.82,2.96,9.78,1.17,0.00,1.17,0.00,4
72,37,North Carolina,21,Buncombe County,1995,0.56,0.0,0.56,2.26,0.0,2.26,2.82,0.0,2.82,7.03,9.85,1.97,0.00,1.97,0.00,44
73,37,North Carolina,21,Buncombe County,2000,0.45,0.0,0.45,2.38,0.0,2.38,2.83,0.0,2.83,-,-,-,-,-,-,-
74,37,North Carolina,21,Buncombe County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
75,37,North Carolina,21,Buncombe County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
76,37,North Carolina,21,Buncombe County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
77,37,North Carolina,23,Burke County,1985,0.41,0.0,0.41,0.45,0.0,0.45,0.86,0.0,0.86,1.19,2.05,0.08,0.00,0.08,0.00,-
78,37,North Carolina,23,Burke County,1990,0.31,0.0,0.31,0.0,0.0,0.0,0.31,0.0,0.31,10.98,11.29,0.24,0.00,0.24,0.00,4
79,37,North Carolina,23,Burke County,1995,2.22,0.0,2.22,5.09,0.0,5.09,7.31,0.0,7.31,11.22,18.53,3.71,0.00,3.71,0.00,39
80,37,North Carolina,23,Burke County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
81,37,North Carolina,23,Burke County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
82,37,North Carolina,23,Burke County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
83,37,North Carolina,23,Burke County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
84,37,North Carolina,25,Cabarrus County,1985,0.13,0.0,0.13,0.0,0.0,0.0,0.13,0.0,0.13,1.90,2.03,0.00,0.00,0.00,0.00,-
85,37,North Carolina,25,Cabarrus County,1990,0.05,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.05,2.37,2.42,0.00,0.00,0.00,0.00,2
86,37,North Carolina,25,Cabarrus County,1995,2.75,0.0,2.75,14.01,0.0,14.01,16.76,0.0,16.76,1.75,18.51,3.70,0.00,3.70,0.00,57
87,37,North Carolina,25,Cabarrus County,2000,0.02,0.0,0.02,0.87,0.0,0.87,0.89,0.0,0.89,-,-,-,-,-,-,-
88,37,North Carolina,25,Cabarrus County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
89,37,North Carolina,25,Cabarrus County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
90,37,North Carolina,25,Cabarrus County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
91,37,North Carolina,27,Caldwell County,1985,0.36,0.0,0.36,0.45,0.0,0.45,0.81,0.0,0.81,0.40,1.21,0.01,0.00,0.01,0.00,-
92,37,North Carolina,27,Caldwell County,1990,0.05,0.0,0.05,0.46,0.0,0.46,0.51,0.0,0.51,1.43,1.94,0.35,0.00,0.35,0.00,2
93,37,North Carolina,27,Caldwell County,1995,0.35,0.0,0.35,1.26,0.0,1.26,1.61,0.0,1.61,1.51,3.12,0.62,0.00,0.62,0.00,17
94,37,North Carolina,27,Caldwell County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
95,37,North Carolina,27,Caldwell County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
96,37,North Carolina,27,Caldwell County,2010,0.0,0.0,0.0,0.18,0.0,0.18,0.18,0.0,0.18,-,-,-,-,-,-,-
97,37,North Carolina,27,Caldwell County,2015,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.0,0.23,-,-,-,-,-,-,-
98,37,North Carolina,29,Camden County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
99,37,North Carolina,29,Camden County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
100,37,North Carolina,29,Camden County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
101,37,North Carolina,29,Camden County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
102,37,North Carolina,29,Camden County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
103,37,North Carolina,29,Camden County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
104,37,North Carolina,29,Camden County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
105,37,North Carolina,31,Carteret County,1985,0.04,0.0,0.04,2.8,0.0,2.8,2.84,0.0,2.84,0.00,2.84,0.00,0.00,0.00,0.00,-
106,37,North Carolina,31,Carteret County,1990,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,0.03,0.07,0.04,0.00,0.04,0.00,1
107,37,North Carolina,31,Carteret County,1995,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.04,0.05,0.01,0.00,0.01,0.00,4
108,37,North Carolina,31,Carteret County,2000,0.03,0.0,0.03,0.12,0.0,0.12,0.15,0.0,0.15,-,-,-,-,-,-,-
109,37,North Carolina,31,Carteret County,2005,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,-,-,-,-,-,-,-
110,37,North Carolina,31,Carteret County,2010,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,-,-,-,-,-,-,-
111,37,North Carolina,31,Carteret County,2015,0.04,0.0,0.04,0.0,0.0,0.0,0.04,0.0,0.04,-,-,-,-,-,-,-
112,37,North Carolina,33,Caswell County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.00,0.00,0.00,0.00,-
113,37,North Carolina,33,Caswell County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,0
114,37,North Carolina,33,Caswell County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.01,0.00,0.01,0.00,2
115,37,North Carolina,33,Caswell County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
116,37,North Carolina,33,Caswell County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
117,37,North Carolina,33,Caswell County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
118,37,North Carolina,33,Caswell County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
119,37,North Carolina,35,Catawba County,1985,0.74,0.0,0.74,0.0,0.0,0.0,0.74,0.0,0.74,2.02,2.76,0.06,0.00,0.06,0.00,-
120,37,North Carolina,35,Catawba County,1990,0.02,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.02,6.68,6.70,0.00,0.00,0.00,0.00,1
121,37,North Carolina,35,Catawba County,1995,2.89,0.0,2.89,2.69,0.0,2.69,5.58,0.0,5.58,7.74,13.32,2.66,0.00,2.66,0.00,140
122,37,North Carolina,35,Catawba County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
123,37,North Carolina,35,Catawba County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
124,37,North Carolina,35,Catawba County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
125,37,North Carolina,35,Catawba County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
126,37,North Carolina,37,Chatham County,1985,0.04,0.0,0.04,0.91,0.0,0.91,0.95,0.0,0.95,0.42,1.37,0.09,0.00,0.09,0.00,-
127,37,North Carolina,37,Chatham County,1990,0.01,0.0,0.01,0.85,0.0,0.85,0.86,0.0,0.86,1.21,2.07,0.34,0.00,0.34,0.00,3
128,37,North Carolina,37,Chatham County,1995,0.06,0.0,0.06,0.36,0.0,0.36,0.42,0.0,0.42,1.52,1.94,0.39,0.00,0.39,0.00,13
129,37,North Carolina,37,Chatham County,2000,0.02,0.0,0.02,0.47,0.0,0.47,0.49,0.0,0.49,-,-,-,-,-,-,-
130,37,North Carolina,37,Chatham County,2005,0.0,0.0,0.0,0.62,0.0,0.62,0.62,0.0,0.62,-,-,-,-,-,-,-
131,37,North Carolina,37,Chatham County,2010,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,-,-,-,-,-,-,-
132,37,North Carolina,37,Chatham County,2015,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.0,0.08,-,-,-,-,-,-,-
133,37,North Carolina,39,Cherokee County,1985,0.05,0.0,0.05,0.02,0.0,0.02,0.07,0.0,0.07,0.07,0.14,0.02,0.00,0.02,0.00,-
134,37,North Carolina,39,Cherokee County,1990,0.05,0.0,0.05,0.02,0.0,0.02,0.07,0.0,0.07,0.20,0.27,0.02,0.00,0.02,0.00,2
135,37,North Carolina,39,Cherokee County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.06,0.00,0.06,0.00,1
136,37,North Carolina,39,Cherokee County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
137,37,North Carolina,39,Cherokee County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
138,37,North Carolina,39,Cherokee County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
139,37,North Carolina,39,Cherokee County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
140,37,North Carolina,41,Chowan County,1985,0.04,0.0,0.04,0.75,0.0,0.75,0.79,0.0,0.79,0.05,0.84,0.07,0.00,0.07,0.00,-
141,37,North Carolina,41,Chowan County,1990,0.0,0.0,0.0,0.79,0.0,0.79,0.79,0.0,0.79,0.55,1.34,0.03,0.00,0.03,0.00,1
142,37,North Carolina,41,Chowan County,1995,0.13,0.0,0.13,0.04,0.0,0.04,0.17,0.0,0.17,0.20,0.37,0.07,0.00,0.07,0.00,5
143,37,North Carolina,41,Chowan County,2000,0.0,0.0,0.0,0.64,0.0,0.64,0.64,0.0,0.64,-,-,-,-,-,-,-
144,37,North Carolina,41,Chowan County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
145,37,North Carolina,41,Chowan County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
146,37,North Carolina,41,Chowan County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
147,37,North Carolina,43,Clay County,1985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,-
148,37,North Carolina,43,Clay County,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0
149,37,North Carolina,43,Clay County,1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.00,0.00,0.00,0.00,0
150,37,North Carolina,43,Clay County,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
151,37,North Carolina,43,Clay County,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
152,37,North Carolina,43,Clay County,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
153,37,North Carolina,43,Clay County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
154,37,North Carolina,45,Cleveland County,1985,0.54,0.0,0.54,2.47,0.0,2.47,3.01,0.0,3.01,1.10,4.11,0.27,0.00,0.27,0.00,-
155,37,North Carolina,45,Cleveland County,1990,0.41,0.0,0.41,0.8,0.0,0.8,1.21,0.0,1.21,6.71,7.92,0.16,0.00,0.16,0.00,3
156,37,North Carolina,45,Cleveland County,1995,0.61,0.0,0.61,1.15,0.0,1.15,1.76,0.0,1.76,4.99,6.75,1.35,0.00,1.35,0.00,59
157,37,North Carolina,45,Cleveland County,2000,0.02,0.0,0.02,2.4,0.0,2.4,2.42,0.0,2.42,-,-,-,-,-,-,-
158,37,North Carolina,45,Cleveland County,2005,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.0,0.4,-,-,-,-,-,-,-
159,37,North Carolina,45,Cleveland County,2010,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.0,0.16,-,-,-,-,-,-,-
160,37,North Carolina,45,Cleveland County,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,-,-,-,-,-,-
161,37,North Carolina,47,Columbus County,1985,0.25,0.0,0.25,45.2,0.0,45.2,45.45,0.0,45.45,0.12,45.57,4.10,0.00,4.10,0.00,-
162,37,North Carolina,47,Columbus County,1990,0.3,0.0,0.3,43.46,0.0,43.46,43.76,0.0,43.76,43.73,87.49,2.97,0.00,2.97,0.00,3
163,37,North Carolina,47,Columbus County,1995,0.05,0.0,0.05,0.93,0.0,0.93,0.98,0.0,0.98,0.14,1.12,0.22,0.00,0.22,0.00,7
164,37,North Carolina,47,Columbus County,2000,0.0,0.0,0.0,41.27,0.0,41.27,41.27,0.0,41.27,-,-,-,-,-,-,-
165,37,North Carolina,47,Columbus County,2005,0.0,0.0,0.0,39.42,0.0,39.42,39.42,0.0,39.42,-,-,-,-,-,-,-
166,37,North Carolina,47,Columbus County,2010,0.0,0.0,0.0,34.7,0.0,34.7,34.7,0.0,34.7,-,-,-,-,-,-,-
167,37,North Carolina,47,Columbus County,2015,0.0,0.0,0.0,33.8,0.0,33.8,33.8,0.0,33.8,-,-,-,-,-,-,-
168,37,North Carolina,49,Craven County,1985,0.36,0.0,0.36,40.11,0.0,40.11,40.47,0.0,40.47,0.73,41.20,3.64,0.00,3.64,0.00,-
169,37,North Carolina,49,Craven County,1990,0.17,0.0,0.17,13.53,5.47,19.0,13.7,5.47,19.17,3.13,22.30,1.10,0.62,1.72,0.00,2
170,37,North Carolina,49,Craven County,1995,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.0,0.04,3.10,3.14,0.63,0.00,0.63,0.00,12
171,37,North Carolina,49,Craven County,2000,0.0,0.0,0.0,15.6,0.0,15.6,15.6,0.0,15.6,-,-,-,-,-,-,-
172,37,North Carolina,49,Craven County,2005,18.23,0.0,18.23,16.96,0.0,16.96,35.19,0.0,35.19,-,-,-,-,-,-,-
173,37,North Carolina,49,Craven County,2010,0.85,0.0,0.85,14.47,0.0,14.47,15.32,0.0,15.32,-,-,-,-,-,-,-
174,37,North Carolina,49,Craven County,2015,0.86,0.0,0.86,14.39,0.0,14.39,15.25,0.0,15.25,-,-,-,-,-,-,-
175,37,North Carolina,51,Cumberland County,1985,0.6,0.0,0.6,14.56,0.0,14.56,15.16,0.0,15.16,3.05,18.21,1.34,0.00,1.34,0.00,-
176,37,North Carolina,51,Cumberland County,1990,0.14,0.0,0.14,12.16,0.0,12.16,12.3,0.0,12.3,2.88,15.18,1.01,0.00,1.01,0.00,4
